
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
17.258,um,Surface,1,TVCgroup,0,
12.0853,um,Surface,1,ATMgroup,4,
