
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.590096,,Nucleus,1,TVC,0,100000000,
0.599555,,Nucleus,1,TVC,1,100000001,
0.614562,,Nucleus,1,TVC,2,100000002,
0.590614,,Nucleus,1,TVC,4,100000004,
0.604243,,Nucleus,1,ATM,6,100000006,
0.620028,,Nucleus,1,ATM,9,100000009,
