
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
13.2697,um,Surface,1,TVCgroup,0,
11.4583,um,Surface,1,ATMgroup,4,
